CELDA_ORIGEN ;NOMBRE_CELDA_ORIGEN ;CELDA_DESTINO ;NOMBRE_CELDA_DESTINO ;FLUJO ;
49CA ;Santander (distrito 07) ;45CA ;Santander (distrito 03) ;166 ;
49CA ;Santander (distrito 07) ;46CA ;Santander (distrito 04) ;640 ;
49CA ;Santander (distrito 07) ;47CA ;Santander (distrito 05) ;137 ;
49CA ;Santander (distrito 07) ;48CA ;Santander (distrito 06) ;170 ;
49CA ;Santander (distrito 07) ;50CA ;Santander (distrito 08) ;1147 ;
49CO ;Córdoba (SCD Arruzafilla) ;02CO ;Córdoba (varias secciones) y Victoria, La ;108 ;
49CO ;Córdoba (SCD Arruzafilla) ;28CO ;Córdoba (SCD Casco Histórico) ;62 ;
49CO ;Córdoba (SCD Arruzafilla) ;29CO ;Córdoba (SCD Tejares - Molinos Altas - San Cayetano) ;22 ;
49CO ;Córdoba (SCD Arruzafilla) ;37CO ;Córdoba (SCD Sector Sur) ;18 ;
49CO ;Córdoba (SCD Arruzafilla) ;39CO ;Córdoba (SCD Vista Alegre - Vallellano - Parque Cruz Conde/Corregidor y sección 037 del distrito 10) ;69 ;
49CO ;Córdoba (SCD Arruzafilla) ;45CO ;Córdoba (SCD Parque Figueroa - San Rafael de la Albaida) ;172 ;
49CO ;Córdoba (SCD Arruzafilla) ;46CO ;Córdoba (SCD Santa Isabel) ;95 ;
49CO ;Córdoba (SCD Arruzafilla) ;47CO ;Córdoba (SCD Margaritas - Colonia de la Paz) ;110 ;
49CO ;Córdoba (SCD Arruzafilla) ;48CO ;Córdoba (SCD Moreras -  Huerta de la Reina) ;41 ;
49CO ;Córdoba (SCD Arruzafilla) ;50CO ;Córdoba (SCD Santa Rosa - Camping) ;39 ;
49CO ;Córdoba (SCD Arruzafilla) ;52CO ;Córdoba (SCD Brillante - Barrio del Naranjo) ;354 ;
49CO ;Córdoba (SCD Arruzafilla) ;53CO ;Córdoba (SCD El Higuerón - Majaneque-Alameda del Obispo) ;36 ;
49CZ ;Paterna de Rivera ;09CZ ;Cádiz (distrito 10) ;17 ;
49CZ ;Paterna de Rivera ;15CZ ;Puerto Real ;17 ;
49CZ ;Paterna de Rivera ;27CZ ;Jerez de la Frontera (distrito 09) ;17 ;
49CZ ;Paterna de Rivera ;35CZ ;Jerez de la Frontera (distritos 08 y 10) ;271 ;
49CZ ;Paterna de Rivera ;36CZ ;Arcos de la Frontera ;17 ;
49CZ ;Paterna de Rivera ;37CZ ;San José del Valle y Algar ;17 ;
49CZ ;Paterna de Rivera ;48CZ ;Alcalá de los Gazules ;17 ;
49CZ ;Paterna de Rivera ;50CZ ;Medina-Sidonia ;44 ;
49CZ ;Paterna de Rivera ;58CZ ;Vejer de la Frontera ;17 ;
49CZ ;Paterna de Rivera ;61CZ ;Algeciras (distrito 03) ;17 ;
49CÑ ;Ferrol (distrito 06) ;16CÑ ;Fene y Cabanas ;439 ;
49CÑ ;Ferrol (distrito 06) ;21CÑ ;Ferrol (distritos 03 a 05) ;119 ;
49CÑ ;Ferrol (distrito 06) ;46CÑ ;Ferrol (distrito 01) ;87 ;
49CÑ ;Ferrol (distrito 06) ;47CÑ ;Ferrol (distrito 02) ;166 ;
49CÑ ;Ferrol (distrito 06) ;50CÑ ;Ferrol (distrito 07) ;257 ;
49CÑ ;Ferrol (distrito 06) ;51CÑ ;Ferrol (distrito 08) ;204 ;
49CÑ ;Ferrol (distrito 06) ;57CÑ ;Mugardos ;67 ;
49CÑ ;Ferrol (distrito 06) ;59CÑ ;Narón ;507 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;05GC ;Agüimes ;35 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;06GC ;Arucas ;63 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;36GC ;Telde (distrito 03) ;28 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;38GC ;Palmas de Gran Canaria, Las (SCD Number 5-D) ;38 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;39GC ;Telde (distrito 06) ;59 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;40GC ;Palmas de Gran Canaria, Las (SCD Number 1-A) ;82 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;42GC ;Palmas de Gran Canaria, Las (SCD Number 1-C) ;106 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;43GC ;Palmas de Gran Canaria, Las (SCD Number 1-D) ;68 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;44GC ;Palmas de Gran Canaria, Las (SCD Number 2-A) ;23 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;45GC ;Palmas de Gran Canaria, Las (SCD No. 2-B y sección 065 del distrito 02) ;23 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;47GC ;Palmas de Gran Canaria, Las (SCD Number 2-D) ;153 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;48GC ;Palmas de Gran Canaria, Las (SCD Number 2-E) ;388 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;279 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;428 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;52GC ;Palmas de Gran Canaria, Las (SCD Number 4-A) ;24 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;53GC ;Palmas de Gran Canaria, Las (SCD Number 4-B) ;33 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;54GC ;Palmas de Gran Canaria, Las (SCD No 4-C y sección 084 del distrito 04) ;162 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;56GC ;Palmas de Gran Canaria, Las (SCD Number 4-E) ;165 ;
49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;57GC ;Palmas de Gran Canaria, Las (SCD Number 5-A) ;44 ;
49GI ;Llívia ;06GI ;Alp y otros municipios ;29 ;
49GI ;Llívia ;55GI ;Puigcerdà ;42 ;
49GP ;Donostia/San Sebastián (distrito 02) ;24GP ;Hernani ;24 ;
49GP ;Donostia/San Sebastián (distrito 02) ;48GP ;Donostia/San Sebastián (distrito 01) ;94 ;
49GP ;Donostia/San Sebastián (distrito 02) ;50GP ;Donostia/San Sebastián (distrito 03) ;173 ;
49GP ;Donostia/San Sebastián (distrito 02) ;51GP ;Donostia/San Sebastián (distrito 04) ;275 ;
49GP ;Donostia/San Sebastián (distrito 02) ;52GP ;Donostia/San Sebastián (distrito 05) ;40 ;
49GP ;Donostia/San Sebastián (distrito 02) ;53GP ;Donostia/San Sebastián (distrito 06) ;249 ;
49GP ;Donostia/San Sebastián (distrito 02) ;54GP ;Donostia/San Sebastián (distrito 07) ;25 ;
49GR ;Huétor Tájar ;12GR ;Moraleda de Zafayona y otros municipios ;260 ;
49GR ;Huétor Tájar ;15GR ;Loja y Zagra ;90 ;
49JA ;Jaén (distrito 02) ;02JA ;Linares (distritos 01 y 08) y Torreblascopedro ;38 ;
49JA ;Jaén (distrito 02) ;31JA ;Jaén (distritos 07 y 08) ;151 ;
49JA ;Jaén (distrito 02) ;39JA ;Guardia de Jaén, La ;19 ;
49JA ;Jaén (distrito 02) ;48JA ;Jaén (distrito 01) ;260 ;
49JA ;Jaén (distrito 02) ;50JA ;Jaén (distrito 03) ;229 ;
49JA ;Jaén (distrito 02) ;51JA ;Jaén (distrito 04) ;294 ;
49JA ;Jaén (distrito 02) ;52JA ;Jaén (distrito 05) ;89 ;
49JA ;Jaén (distrito 02) ;53JA ;Jaén (distrito 06) ;26 ;
49JA ;Jaén (distrito 02) ;54JA ;Jaén (distrito 09) ;108 ;
49JA ;Jaén (distrito 02) ;55JA ;Linares (distrito 04) ;40 ;
49LE ;León (distrito 10) ;06LE ;León (distritos 08 y 09) ;88 ;
49LE ;León (distrito 10) ;07LE ;Valdefresno y otros municipios ;23 ;
49LE ;León (distrito 10) ;08LE ;Chozas de Abajo y otros municipios ;28 ;
49LE ;León (distrito 10) ;36LE ;San Andrés del Rabanedo ;26 ;
49LE ;León (distrito 10) ;41LE ;Villaquilambre ;235 ;
49LE ;León (distrito 10) ;42LE ;León (distrito 01) ;24 ;
49LE ;León (distrito 10) ;43LE ;León (distrito 02) ;33 ;
49LE ;León (distrito 10) ;44LE ;León (distrito 03) ;58 ;
49LE ;León (distrito 10) ;45LE ;León (distrito 04) ;238 ;
49LE ;León (distrito 10) ;46LE ;León (distrito 05) ;168 ;
49LE ;León (distrito 10) ;47LE ;León (distrito 06) ;29 ;
49LL ;Lleida (distrito 04) ;01LL ;Lleida (distritos 08 y 09) ;426 ;
49LL ;Lleida (distrito 04) ;13LL ;Alcarràs y otros municipios ;73 ;
49LL ;Lleida (distrito 04) ;20LL ;Aitona y otros municipios ;36 ;
49LL ;Lleida (distrito 04) ;21LL ;Castelldans y otros municipios ;64 ;
49LL ;Lleida (distrito 04) ;32LL ;Lleida (distrito 07) y otros municipios ;429 ;
49LL ;Lleida (distrito 04) ;46LL ;Lleida (distrito 01) ;128 ;
49LL ;Lleida (distrito 04) ;47LL ;Lleida (distrito 02) ;423 ;
49LL ;Lleida (distrito 04) ;48LL ;Lleida (distrito 03) ;331 ;
49LL ;Lleida (distrito 04) ;50LL ;Lleida (distrito 05) ;291 ;
49LL ;Lleida (distrito 04) ;51LL ;Lleida (distrito 06) ;227 ;
49MA ;Marbella (distrito 01) ;03MA ;Ojén e Istán ;144 ;
49MA ;Marbella (distrito 01) ;30MA ;Benahavís ;74 ;
49MA ;Marbella (distrito 01) ;35MA ;Manilva ;28 ;
49MA ;Marbella (distrito 01) ;45MA ;Estepona (distrito 03) ;157 ;
49MA ;Marbella (distrito 01) ;50MA ;Marbella (distrito 02) ;172 ;
49MA ;Marbella (distrito 01) ;51MA ;Marbella (distrito 03) ;942 ;
49MA ;Marbella (distrito 01) ;52MA ;Marbella (distrito 04) ;1219 ;
49MA ;Marbella (distrito 01) ;80MA ;Mijas (sección 011 y otras secciones del distrito 01) ;49 ;
49MU ;Lorca (distrito 01) ;05MU ;Águilas ;127 ;
49MU ;Lorca (distrito 01) ;09MU ;Alhama de Murcia ;130 ;
49MU ;Lorca (distrito 01) ;22AL ;Cuevas del Almanzora ;36 ;
49MU ;Lorca (distrito 01) ;24MU ;Mazarrón ;30 ;
49MU ;Lorca (distrito 01) ;25AL ;Huércal-Overa ;53 ;
49MU ;Lorca (distrito 01) ;29AL ;Pulpí ;119 ;
49MU ;Lorca (distrito 01) ;29MU ;Puerto Lumbreras ;359 ;
49MU ;Lorca (distrito 01) ;34MU ;Totana y Aledo ;179 ;
49MU ;Lorca (distrito 01) ;50MU ;Lorca (distrito 02) ;4298 ;
49MU ;Lorca (distrito 01) ;61MU ;Murcia (SCD Number 5-B) ;30 ;
49NA ;Peralta/Azkoien ;30NA ;Falces y otros municipios ;20 ;
49NA ;Peralta/Azkoien ;31NA ;Marcilla y Caparroso ;92 ;
49NA ;Peralta/Azkoien ;32NA ;Azagra y Funes ;68 ;
49NA ;Peralta/Azkoien ;33NA ;Milagro y Villafranca ;31 ;
49PO ;Pontevedra (distrito 03) ;23PO ;Marín ;335 ;
49PO ;Pontevedra (distrito 03) ;30PO ;Poio ;174 ;
49PO ;Pontevedra (distrito 03) ;42PO ;Vilaboa ;42 ;
49PO ;Pontevedra (distrito 03) ;47PO ;Pontevedra (distrito 01) ;149 ;
49PO ;Pontevedra (distrito 03) ;48PO ;Pontevedra (distrito 02) ;199 ;
49PO ;Pontevedra (distrito 03) ;50PO ;Pontevedra (distrito 04) ;137 ;
49TA ;Sant Carles de la Ràpita ;31CS ;Vinaròs ;33 ;
49TA ;Sant Carles de la Ràpita ;34TA ;Alcanar ;141 ;
49TA ;Sant Carles de la Ràpita ;38TA ;Amposta ;176 ;
49TA ;Sant Carles de la Ràpita ;52TA ;Tortosa ;128 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;01TF ;Santa Cruz de Tenerife (distritos 07 y 08) ;185 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;02TF ;Güímar y Fasnia ;44 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;29TF ;Rosario, El ;46 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;41TF ;San Cristóbal de La Laguna (distrito 01) ;108 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;42TF ;San Cristóbal de La Laguna (distrito 02) ;156 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;43TF ;San Cristóbal de La Laguna (distrito 03) ;105 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;44TF ;San Cristóbal de La Laguna (distrito 04) ;25 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;47TF ;Santa Cruz de Tenerife (distrito 01) ;130 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;48TF ;Santa Cruz de Tenerife (distrito 02) ;342 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;50TF ;Santa Cruz de Tenerife (distrito 04) ;27 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;51TF ;Santa Cruz de Tenerife (distrito 05) ;228 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;52TF ;Santa Cruz de Tenerife (distrito 06) ;246 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;53TF ;Santa Cruz de Tenerife (distrito 09) ;250 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;54TF ;Santa Cruz de Tenerife (distrito 10) ;76 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;55TF ;Santa Cruz de Tenerife (distrito 11) ;69 ;
49TF ;Santa Cruz de Tenerife (distrito 03) ;56TF ;Santa Cruz de Tenerife (distrito 12) ;54 ;
49TO ;Añover de Tajo ;08TO ;Alameda de la Sagra y otros municipios ;23 ;
49TO ;Añover de Tajo ;095M ;Aranjuez (distrito 04) ;98 ;
49TO ;Añover de Tajo ;10TO ;Numancia de la Sagra y Pantoja ;22 ;
49TO ;Añover de Tajo ;11TO ;Esquivias y Borox ;24 ;
49ZA ;Zaragoza (SCD Number 2-C) ;09ZA ;Cuarte de Huerva y Cadrete ;19 ;
49ZA ;Zaragoza (SCD Number 2-C) ;25ZA ;Zaragoza (SCD Number 12) y otros municipios ;41 ;
49ZA ;Zaragoza (SCD Number 2-C) ;46ZA ;Zaragoza (SCD Number 1-B) ;19 ;
49ZA ;Zaragoza (SCD Number 2-C) ;47ZA ;Zaragoza (SCD Number 2-A) ;111 ;
49ZA ;Zaragoza (SCD Number 2-C) ;48ZA ;Zaragoza (SCD Number 2-B) ;262 ;
49ZA ;Zaragoza (SCD Number 2-C) ;50ZA ;Zaragoza (SCD Number 2-D) ;72 ;
49ZA ;Zaragoza (SCD Number 2-C) ;56ZA ;Zaragoza (SCD Number 4-A) ;120 ;
49ZA ;Zaragoza (SCD Number 2-C) ;57ZA ;Zaragoza (SCD Number 4-B) ;235 ;
49ZA ;Zaragoza (SCD Number 2-C) ;60ZA ;Zaragoza (SCD Number 5-A) ;25 ;
49ZA ;Zaragoza (SCD Number 2-C) ;63ZA ;Zaragoza (SCD Number 5-D) ;40 ;
49ZA ;Zaragoza (SCD Number 2-C) ;75ZA ;Zaragoza (SCD Number 11) ;36 ;
50AS ;Oviedo (distrito 10) ;28AS ;Llanera ;67 ;
50AS ;Oviedo (distrito 10) ;41AS ;Oviedo (distrito 01) ;63 ;
50AS ;Oviedo (distrito 10) ;44AS ;Oviedo (distrito 04) ;46 ;
50AS ;Oviedo (distrito 10) ;45AS ;Oviedo (distrito 05) ;73 ;
50AS ;Oviedo (distrito 10) ;46AS ;Oviedo (distrito 06) ;56 ;
50AS ;Oviedo (distrito 10) ;47AS ;Oviedo (distrito 07) ;43 ;
50AS ;Oviedo (distrito 10) ;48AS ;Oviedo (distrito 08) ;83 ;
50AS ;Oviedo (distrito 10) ;49AS ;Oviedo (distrito 09) ;617 ;
50AS ;Oviedo (distrito 10) ;51AS ;Oviedo (distrito 11) ;152 ;
50AS ;Oviedo (distrito 10) ;52AS ;Oviedo (distrito 12) ;375 ;
50AS ;Oviedo (distrito 10) ;53AS ;Oviedo (distritos 13 y 14) ;33 ;
50AS ;Oviedo (distrito 10) ;56AS ;Oviedo (distrito 16) ;202 ;
50AS ;Oviedo (distrito 10) ;57AS ;Siero ;113 ;
50AS ;Oviedo (distrito 10) ;71AS ;Gijón (SCD Rural) ;29 ;
50BA ;Puebla de la Calzada ;02BA ;Badajoz (distrito 08) y otros municipios ;30 ;
50BA ;Puebla de la Calzada ;04BA ;Montijo y Torremayor ;463 ;
50BA ;Puebla de la Calzada ;05BA ;Valdelacalzada y Lobón ;80 ;
50BI ;Derio ;09BI ;Sondika y Loiu ;160 ;
50BI ;Derio ;13BI ;Zamudio y otros municipios ;315 ;
50BI ;Derio ;39BI ;Mungia ;26 ;
50BI ;Derio ;51BI ;Erandio ;47 ;
50CA ;Santander (distrito 08) ;02CA ;Villaescusa y otros municipios ;24 ;
50CA ;Santander (distrito 08) ;03CA ;Ribamontán al Mar y otros municipios ;120 ;
50CA ;Santander (distrito 08) ;22CA ;Astillero, El ;207 ;
50CA ;Santander (distrito 08) ;24CA ;Camargo ;773 ;
50CA ;Santander (distrito 08) ;28CA ;Entrambasaguas ;17 ;
50CA ;Santander (distrito 08) ;29CA ;Laredo ;18 ;
50CA ;Santander (distrito 08) ;30CA ;Marina de Cudeyo ;140 ;
50CA ;Santander (distrito 08) ;31CA ;Medio Cudeyo ;55 ;
50CA ;Santander (distrito 08) ;33CA ;Piélagos ;155 ;
50CA ;Santander (distrito 08) ;34CA ;Polanco ;19 ;
50CA ;Santander (distrito 08) ;36CA ;Reocín ;30 ;
50CA ;Santander (distrito 08) ;37CA ;Santa Cruz de Bezana ;494 ;
50CA ;Santander (distrito 08) ;38CA ;Santa María de Cayón ;22 ;
50CA ;Santander (distrito 08) ;43CA ;Santander (distrito 01) ;179 ;
50CA ;Santander (distrito 08) ;44CA ;Santander (distrito 02) ;564 ;
50CA ;Santander (distrito 08) ;45CA ;Santander (distrito 03) ;112 ;
50CA ;Santander (distrito 08) ;46CA ;Santander (distrito 04) ;442 ;
50CA ;Santander (distrito 08) ;47CA ;Santander (distrito 05) ;331 ;
50CA ;Santander (distrito 08) ;48CA ;Santander (distrito 06) ;490 ;
50CA ;Santander (distrito 08) ;49CA ;Santander (distrito 07) ;720 ;
50CA ;Santander (distrito 08) ;51CA ;Torrelavega (distrito 01) ;25 ;
50CA ;Santander (distrito 08) ;52CA ;Torrelavega (distrito 03) ;36 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;02CO ;Córdoba (varias secciones) y Victoria, La ;113 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;28CO ;Córdoba (SCD Casco Histórico) ;72 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;29CO ;Córdoba (SCD Tejares - Molinos Altas - San Cayetano) ;144 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;37CO ;Córdoba (SCD Sector Sur) ;26 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;39CO ;Córdoba (SCD Vista Alegre - Vallellano - Parque Cruz Conde/Corregidor y sección 037 del distrito 10) ;74 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;48CO ;Córdoba (SCD Moreras -  Huerta de la Reina) ;168 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;49CO ;Córdoba (SCD Arruzafilla) ;64 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;51CO ;Córdoba (SCD Valdeolleros - Chinales) ;325 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;52CO ;Córdoba (SCD Brillante - Barrio del Naranjo) ;209 ;
50CO ;Córdoba (SCD Santa Rosa - Camping) ;53CO ;Córdoba (SCD El Higuerón - Majaneque-Alameda del Obispo) ;40 ;
50CZ ;Medina-Sidonia ;15CZ ;Puerto Real ;94 ;
50CZ ;Medina-Sidonia ;48CZ ;Alcalá de los Gazules ;147 ;
50CZ ;Medina-Sidonia ;51CZ ;Benalup-Casas Viejas ;116 ;
50CZ ;Medina-Sidonia ;52CZ ;Chiclana de la Frontera (distrito 05) ;160 ;
50CZ ;Medina-Sidonia ;58CZ ;Vejer de la Frontera ;135 ;
50CZ ;Medina-Sidonia ;60CZ ;Tarifa ;26 ;
50CÑ ;Ferrol (distrito 07) ;16CÑ ;Fene y Cabanas ;152 ;
50CÑ ;Ferrol (distrito 07) ;17CÑ ;Neda y San Sadurniño ;36 ;
50CÑ ;Ferrol (distrito 07) ;20CÑ ;Pontes de García Rodríguez, As y Somozas, As ;17 ;
50CÑ ;Ferrol (distrito 07) ;21CÑ ;Ferrol (distritos 03 a 05) ;76 ;
50CÑ ;Ferrol (distrito 07) ;46CÑ ;Ferrol (distrito 01) ;21 ;
50CÑ ;Ferrol (distrito 07) ;47CÑ ;Ferrol (distrito 02) ;213 ;
50CÑ ;Ferrol (distrito 07) ;49CÑ ;Ferrol (distrito 06) ;156 ;
50CÑ ;Ferrol (distrito 07) ;51CÑ ;Ferrol (distrito 08) ;189 ;
50CÑ ;Ferrol (distrito 07) ;57CÑ ;Mugardos ;21 ;
50CÑ ;Ferrol (distrito 07) ;59CÑ ;Narón ;594 ;
50CÑ ;Ferrol (distrito 07) ;82CÑ ;Valdoviño ;20 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;01GC ;Valleseco y otros municipios ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;05GC ;Agüimes ;30 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;06GC ;Arucas ;89 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;08GC ;Gáldar ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;10GC ;Ingenio ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;11GC ;Mogán ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;18GC ;Santa Brígida ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;19GC ;Santa María de Guía de Gran Canaria ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;21GC ;Teror ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;26GC ;Vega de San Mateo ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;30GC ;San Bartolomé de Tirajana (distrito 02) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;31GC ;San Bartolomé de Tirajana (distrito 03) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;33GC ;Santa Lucía de Tirajana (distrito 03) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;34GC ;Telde (distritos 01 y 05) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;35GC ;Telde (distrito 02) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;36GC ;Telde (distrito 03) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;38GC ;Palmas de Gran Canaria, Las (SCD Number 5-D) ;26 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;39GC ;Telde (distrito 06) ;85 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;40GC ;Palmas de Gran Canaria, Las (SCD Number 1-A) ;78 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;41GC ;Palmas de Gran Canaria, Las (SCD Number 1-B) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;42GC ;Palmas de Gran Canaria, Las (SCD Number 1-C) ;91 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;43GC ;Palmas de Gran Canaria, Las (SCD Number 1-D) ;67 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;44GC ;Palmas de Gran Canaria, Las (SCD Number 2-A) ;25 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;45GC ;Palmas de Gran Canaria, Las (SCD No. 2-B y sección 065 del distrito 02) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;46GC ;Palmas de Gran Canaria, Las (SCD Number 2-C) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;47GC ;Palmas de Gran Canaria, Las (SCD Number 2-D) ;113 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;48GC ;Palmas de Gran Canaria, Las (SCD Number 2-E) ;257 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;49GC ;Palmas de Gran Canaria, Las (SCD No. 3-A y sección 046 del distrito 03) ;402 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;51GC ;Palmas de Gran Canaria, Las (SCD Number 3-C) ;197 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;52GC ;Palmas de Gran Canaria, Las (SCD Number 4-A) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;53GC ;Palmas de Gran Canaria, Las (SCD Number 4-B) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;54GC ;Palmas de Gran Canaria, Las (SCD No 4-C y sección 084 del distrito 04) ;249 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;55GC ;Palmas de Gran Canaria, Las (SCD Number 4-D) ;16 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;56GC ;Palmas de Gran Canaria, Las (SCD Number 4-E) ;291 ;
50GC ;Palmas de Gran Canaria, Las (SCD Number 3-B) ;57GC ;Palmas de Gran Canaria, Las (SCD Number 5-A) ;114 ;
50GI ;Lloret de Mar ;026B ;Tordera y Fogars de la Selva ;81 ;
50GI ;Lloret de Mar ;027B ;Palafolls y Santa Susanna ;38 ;
50GI ;Lloret de Mar ;079B ;Malgrat de Mar ;23 ;
50GI ;Lloret de Mar ;39GI ;Blanes ;280 ;
50GI ;Lloret de Mar ;64GI ;Tossa de Mar ;73 ;
50GI ;Lloret de Mar ;65GI ;Vidreres ;93 ;
50GP ;Donostia/San Sebastián (distrito 03) ;15GP ;Andoain ;33 ;
50GP ;Donostia/San Sebastián (distrito 03) ;24GP ;Hernani ;133 ;
50GP ;Donostia/San Sebastián (distrito 03) ;27GP ;Lezo ;23 ;
50GP ;Donostia/San Sebastián (distrito 03) ;31GP ;Oiartzun ;115 ;
50GP ;Donostia/San Sebastián (distrito 03) ;32GP ;Pasaia ;53 ;
50GP ;Donostia/San Sebastián (distrito 03) ;33GP ;Errenteria ;107 ;
50GP ;Donostia/San Sebastián (distrito 03) ;36GP ;Usurbil ;67 ;
50GP ;Donostia/San Sebastián (distrito 03) ;37GP ;Villabona ;36 ;
50GP ;Donostia/San Sebastián (distrito 03) ;42GP ;Lasarte-Oria ;71 ;
50GP ;Donostia/San Sebastián (distrito 03) ;43GP ;Astigarraga ;127 ;
